"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 20 16:39:50 GMT 2022","Tue Dec 20 16:39:51 GMT 2022","856","","Login Page Tests Custom Command","","","","User Login attemptlocked_out_user",""
"passed","Tue Dec 20 16:39:46 GMT 2022","Tue Dec 20 16:39:46 GMT 2022","129","","Login Page Tests","","","","Handling iframe",""
"passed","Tue Dec 20 16:40:03 GMT 2022","Tue Dec 20 16:40:09 GMT 2022","6058","","Login Page Tests Dynamic","","","","User Login attemptperformance_glitch_user",""
"passed","Tue Dec 20 16:40:38 GMT 2022","Tue Dec 20 16:40:38 GMT 2022","61","","test for using variables across tests","","","","Using the variable in different test case with function keyword to be put",""
"passed","Tue Dec 20 16:39:51 GMT 2022","Tue Dec 20 16:39:52 GMT 2022","832","","Login Page Tests Custom Command","","","","User Login attemptproblem_user",""
"passed","Tue Dec 20 16:39:44 GMT 2022","Tue Dec 20 16:39:45 GMT 2022","993","","Login Page Tests","","","","Verify User should be able to login with valid credentials",""
"passed","Tue Dec 20 16:39:32 GMT 2022","Tue Dec 20 16:39:33 GMT 2022","1623","","Add to Cart Test","","","","Verify User should be able to login with valid credentials and add items to the cart",""
"passed","Tue Dec 20 16:39:41 GMT 2022","Tue Dec 20 16:39:42 GMT 2022","186","","Handling Iframe in cypress","","","","Code for Handling Iframe-method 1",""
"passed","Tue Dec 20 16:39:46 GMT 2022","Tue Dec 20 16:39:46 GMT 2022","51","","Login Page Tests","","","","Checking 404 status code",""
"passed","Tue Dec 20 16:39:38 GMT 2022","Tue Dec 20 16:39:38 GMT 2022","177","","Compare Arrays","","","","Test to show difference in arrays",""
"passed","Tue Dec 20 16:39:45 GMT 2022","Tue Dec 20 16:39:46 GMT 2022","845","","Login Page Tests","","","","Verify User should be able to login with valid credentials Test",""
"passed","Tue Dec 20 16:39:33 GMT 2022","Tue Dec 20 16:39:35 GMT 2022","1452","","Add to Cart Test","","","","Verify User not should be able add items to the cart without succesful login",""
"passed","Tue Dec 20 16:40:03 GMT 2022","Tue Dec 20 16:40:03 GMT 2022","779","","Login Page Tests Dynamic","","","","User Login attemptproblem_user",""
"passed","Tue Dec 20 16:40:02 GMT 2022","Tue Dec 20 16:40:03 GMT 2022","853","","Login Page Tests Dynamic","","","","User Login attemptlocked_out_user",""
"passed","Tue Dec 20 16:40:35 GMT 2022","Tue Dec 20 16:40:35 GMT 2022","275","","test for handling multiple windows","","","","Code is commented for handling multiple windows",""
"passed","Tue Dec 20 16:40:01 GMT 2022","Tue Dec 20 16:40:02 GMT 2022","995","","Login Page Tests Dynamic","","","","User Login attemptstandard_user",""
"passed","Tue Dec 20 16:39:49 GMT 2022","Tue Dec 20 16:39:50 GMT 2022","951","","Login Page Tests Custom Command","","","","User Login attemptstandard_user",""
"passed","Tue Dec 20 16:39:52 GMT 2022","Tue Dec 20 16:39:58 GMT 2022","6007","","Login Page Tests Custom Command","","","","User Login attemptperformance_glitch_user",""
"failed","Tue Dec 20 16:40:25 GMT 2022","Tue Dec 20 16:40:32 GMT 2022","6303","","Login Page Tests Dynamic","","","","Verify if sticky page elements are visible during scroll",""
"passed","Tue Dec 20 16:40:38 GMT 2022","Tue Dec 20 16:40:38 GMT 2022","88","","test for using variables across tests","","","","Code is commented for using the variables",""
