"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 04 13:21:19 GMT 2022","Mon Jul 04 13:21:20 GMT 2022","872","","Login Page Tests","","","","Verify User should be able to login with valid credentials Test",""
"passed","Mon Jul 04 13:21:12 GMT 2022","Mon Jul 04 13:21:14 GMT 2022","1993","","Add to Cart Test","","","","Verify User should be able to login with valid credentials and add items to the cart",""
"passed","Mon Jul 04 13:21:36 GMT 2022","Mon Jul 04 13:21:42 GMT 2022","6020","","Login Page Tests Dynamic","","","","User Login attemptperformance_glitch_user",""
"passed","Mon Jul 04 13:21:24 GMT 2022","Mon Jul 04 13:21:25 GMT 2022","782","","Login Page Tests Custom Command","","","","User Login attemptproblem_user",""
"passed","Mon Jul 04 13:21:35 GMT 2022","Mon Jul 04 13:21:35 GMT 2022","830","","Login Page Tests Dynamic","","","","User Login attemptlocked_out_user",""
"passed","Mon Jul 04 13:21:25 GMT 2022","Mon Jul 04 13:21:31 GMT 2022","5954","","Login Page Tests Custom Command","","","","User Login attemptperformance_glitch_user",""
"passed","Mon Jul 04 13:21:14 GMT 2022","Mon Jul 04 13:21:15 GMT 2022","1224","","Add to Cart Test","","","","Verify User not should be able add items to the cart without succesful login",""
"passed","Mon Jul 04 13:21:34 GMT 2022","Mon Jul 04 13:21:35 GMT 2022","904","","Login Page Tests Dynamic","","","","User Login attemptstandard_user",""
"passed","Mon Jul 04 13:21:35 GMT 2022","Mon Jul 04 13:21:36 GMT 2022","776","","Login Page Tests Dynamic","","","","User Login attemptproblem_user",""
"passed","Mon Jul 04 13:21:24 GMT 2022","Mon Jul 04 13:21:24 GMT 2022","836","","Login Page Tests Custom Command","","","","User Login attemptlocked_out_user",""
"passed","Mon Jul 04 13:21:23 GMT 2022","Mon Jul 04 13:21:24 GMT 2022","910","","Login Page Tests Custom Command","","","","User Login attemptstandard_user",""
"passed","Mon Jul 04 13:21:18 GMT 2022","Mon Jul 04 13:21:19 GMT 2022","1116","","Login Page Tests","","","","Verify User should be able to login with valid credentials",""
