"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 04 11:41:23 GMT 2022","Mon Jul 04 11:41:25 GMT 2022","1550","","Login Page Tests","","","","Verify User should be able to login with valid credentials",""
"passed","Mon Jul 04 11:41:31 GMT 2022","Mon Jul 04 11:41:32 GMT 2022","933","","Login Page Tests Custom Command","","","","User Login attemptlocked_out_user",""
"passed","Mon Jul 04 11:41:44 GMT 2022","Mon Jul 04 11:41:50 GMT 2022","5971","","Login Page Tests Dynamic","","","","User Login attemptperformance_glitch_user",""
"passed","Mon Jul 04 11:41:42 GMT 2022","Mon Jul 04 11:41:43 GMT 2022","958","","Login Page Tests Dynamic","","","","User Login attemptlocked_out_user",""
"passed","Mon Jul 04 11:41:41 GMT 2022","Mon Jul 04 11:41:42 GMT 2022","1064","","Login Page Tests Dynamic","","","","User Login attemptstandard_user",""
"passed","Mon Jul 04 11:41:25 GMT 2022","Mon Jul 04 11:41:26 GMT 2022","1109","","Login Page Tests","","","","Verify User should be able to login with valid credentials Test",""
"passed","Mon Jul 04 11:41:29 GMT 2022","Mon Jul 04 11:41:31 GMT 2022","1625","","Login Page Tests Custom Command","","","","User Login attemptstandard_user",""
"passed","Mon Jul 04 11:41:32 GMT 2022","Mon Jul 04 11:41:33 GMT 2022","916","","Login Page Tests Custom Command","","","","User Login attemptproblem_user",""
"passed","Mon Jul 04 11:41:43 GMT 2022","Mon Jul 04 11:41:44 GMT 2022","837","","Login Page Tests Dynamic","","","","User Login attemptproblem_user",""
"passed","Mon Jul 04 11:41:33 GMT 2022","Mon Jul 04 11:41:39 GMT 2022","6045","","Login Page Tests Custom Command","","","","User Login attemptperformance_glitch_user",""
